term_seq_id,term_code,subj_code,crse_code,crse_title,sctn_code,Instructor,Total Grades,4.0,3.5,3.0,2.5,2.0,1.5,1.0,0.0,I,W,P,N,DF,U,V,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,AU,ET,CP,NGR,blank
1196,SS20,ACC,301,Intermediate Financial Acct II,004,"ANDERSON,MATTHEW J",21,6,3,8,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ACC,305,Intermediate Acct Finance Majr,001,"ANIBAL,JONATHAN D",59,23,10,8,11,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ACC,305,Intermediate Acct Finance Majr,002,"ANIBAL,JONATHAN D",58,28,11,9,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ACC,305,Intermediate Acct Finance Majr,003,"ANIBAL,JONATHAN D",62,21,13,13,10,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ACC,308,Govt & Not-for-Profit Acct,731,"CONVERY,SUSAN P",48,11,16,12,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ACC,308,Govt & Not-for-Profit Acct,740,"CONVERY,SUSAN P",37,12,16,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ACC,321,Accounting Information Systems,001,"CONNORS,ELIZABETH A",16,3,3,3,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ACC,321,Accounting Information Systems,002,"CONNORS,ELIZABETH A",29,7,14,1,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ACC,321,Accounting Information Systems,003,"CONNORS,ELIZABETH A",28,9,10,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ACC,331,Federal Income Tax Accounting,001,"NESSA,MICHELLE",18,4,2,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ACC,331,Federal Income Tax Accounting,002,"NESSA,MICHELLE",38,15,12,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ACC,331,Federal Income Tax Accounting,003,"NESSA,MICHELLE",38,7,11,13,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ACC,341,Acct for Mgt Decision Making,001,,27,16,7,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ACC,341,Acct for Mgt Decision Making,002,"HOLZHACKER,MARTIN K",30,8,9,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ACC,341,Acct for Mgt Decision Making,003,"HOLZHACKER,MARTIN K",26,8,4,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ACC,411,Auditing,001,"JACKSON,LORI D",31,13,7,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ACC,411,Auditing,002,"JACKSON,LORI D",45,9,13,20,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ACC,411,Auditing,003,"JACKSON,LORI D",44,6,8,23,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ACC,491,Special Topics in AIS,301,"HOGAN,CHRIS",23,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ACC,493,Internship,001,"ZELENSKI,LYNNE A",13,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ACC,807,Financial Statement Analysis,001,"WANG,YANYAN",40,23,8,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ACC,807,Financial Statement Analysis,002,"WANG,YANYAN",35,12,9,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ACC,807,Financial Statement Analysis,003,"WANG,YANYAN",35,18,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ACC,808,Financial Reporting Decisions,001,"DELLAPELLE,ALLISON M",32,13,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ACC,808,Financial Reporting Decisions,002,"DELLAPELLE,ALLISON M",37,17,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ACC,808,Financial Reporting Decisions,003,"DELLAPELLE,ALLISON M",15,5,7,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ACC,822,Project Management,001,"ZEMAITIS,DANIEL D",37,31,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ACC,822,Project Management,002,"DIXON,TEAGAN | GUO,CHENHUI",35,27,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ACC,822,Project Management,301,"PENTLAND,BRIAN T",16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ACC,825,Object Oriented Bus Inf Sys,001,"MCCARTHY,WILLIAM",32,23,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ACC,826,Enterprise Information Systems,001,"GRABSKI,SEVERIN V",37,32,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ACC,827,Accounting Analytics,001,"GRABSKI,SEVERIN V",17,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ACC,827,Accounting Analytics,002,"GRABSKI,SEVERIN V",35,23,8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ACC,833,Fed Inc Tax of Corp & Sharehld,001,"WEBER,RICHARD P",19,4,5,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ACC,833,Fed Inc Tax of Corp & Sharehld,002,"WEBER,RICHARD P",35,11,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ACC,836,U.S. Tax of Multintl Transact,001,"MARINEAU,PAUL K",32,16,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ACC,841,Strategic Mgt Controls Systems,001,"CONNORS,ELIZABETH A",31,14,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ACM,271,Intro to Arts/Cultural Mgmt,740,"HANSEN,KELLY",29,8,8,6,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ACM,271,Intro to Arts/Cultural Mgmt,741,"MIKULA,DEBORAH E",29,15,4,1,4,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ACM,471,Arts/Cultural Mgt Seminar,740,"NEWHAUSER,TINA M",12,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ADV,205,Principles of Advertising,001,"BUKOVAC-PHELPS,JANICE L",206,25,31,30,39,49,13,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ADV,205,Principles of Advertising,002,"TAUCHER,GREGORY M",91,49,18,9,4,4,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ADV,205,Principles of Advertising,730,"BUKOVAC-PHELPS,JANICE L",106,18,18,31,12,13,5,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ADV,205,Principles of Advertising,731,"BUKOVAC-PHELPS,JANICE L",104,13,27,25,13,15,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ADV,210,Concept Development,001,"CHOWLES,ROSS M",43,15,24,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ADV,224,Introduction to Creative Media,001,"STORRER,PAULA M",19,8,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ADV,224,Introduction to Creative Media,002,"ZAKHARIA,MARAL",20,9,4,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ADV,225,Writing for Public Relations,001,"VASAS,AMANDA S",55,14,18,10,7,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ADV,225,Writing for Public Relations,002,"LEZOTTE,BARBARA",56,7,24,12,6,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ADV,225,Writing for Public Relations,730,"VASAS,AMANDA S",64,22,14,13,6,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ADV,225,Writing for Public Relations,731,"WILKERSON,KRISTEN C",68,45,17,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ADV,225,Writing for Public Relations,732,"WILKERSON,KRISTEN C",69,39,18,7,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ADV,225,Writing for Public Relations,740,"WILKERSON,KRISTEN C",55,41,5,4,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ADV,245,Multimed Commerical Production,001,"CHOWLES,ROSS M",29,12,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ADV,245,Multimed Commerical Production,002,"ZAKHARIA,MARAL",25,8,9,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ADV,260,Principles of Public Relations,001,"KOLT,ROBERT T",204,154,25,15,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ADV,260,Principles of Public Relations,730,"STANLEY,ALEXANDREA M",59,41,8,3,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ADV,260,Principles of Public Relations,740,"TANTRAPHOL,ROSELYN",58,41,6,2,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ADV,322,360-degree  Copywriting,001,"SCHIAVONE III,LOUIS",14,6,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ADV,325,Public Relations Tech & Ethics,001,"KOLT,ROBERT T",39,37,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ADV,325,Public Relations Tech & Ethics,002,"CORNER,ANDREW D",19,15,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ADV,326,Advanced Creative: Media I,001,"STORRER,PAULA M",19,13,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ADV,326,Advanced Creative: Media I,002,"CHOWLES,ROSS M",19,7,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ADV,330,Advertising Mgt Strategy,001,"TAUCHER,GREGORY M",100,13,27,30,15,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,SS20,ADV,330,Advertising Mgt Strategy,002,"TAUCHER,GREGORY M",102,27,30,29,8,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
