term_seq_id,term_code,subj_code,crse_code,crse_title,sctn_code,Instructor,Total Grades,4,3.5,3,2.5,2,1.5,1,0,I,W,P,N,DF,U,V,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,AU,ET,CP,NGR,blank
1206,SS21,ACC,201,Principles of Financial Acct,9,"PETRONI,KATHY R",28,8,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,201,Principles of Financial Acct,11,"PETRONI,KATHY R",34,4,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,201,Principles of Financial Acct,12,"PETRONI,KATHY R",36,6,6,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,201,Principles of Financial Acct,13,"PETRONI,KATHY R",33,6,7,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,201,Principles of Financial Acct,15,"PETRONI,KATHY R",31,16,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,201,Principles of Financial Acct,16,"PETRONI,KATHY R",28,3,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,201,Principles of Financial Acct,17,"PETRONI,KATHY R",35,5,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,201,Principles of Financial Acct,18,"PETRONI,KATHY R",31,6,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,202,Principles of Management Acct,1,"BETTINGHAUS,BRUCE",39,27,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,202,Principles of Management Acct,2,"BETTINGHAUS,BRUCE",35,19,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,202,Principles of Management Acct,3,"BETTINGHAUS,BRUCE",46,16,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,202,Principles of Management Acct,4,"BETTINGHAUS,BRUCE",44,10,20,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,202,Principles of Management Acct,5,"BETTINGHAUS,BRUCE",45,14,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,202,Principles of Management Acct,6,"BETTINGHAUS,BRUCE",45,21,13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,202,Principles of Management Acct,7,"BETTINGHAUS,BRUCE",45,20,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,202,Principles of Management Acct,8,"BETTINGHAUS,BRUCE",45,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,202,Principles of Management Acct,9,"BETTINGHAUS,BRUCE",44,16,11,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,202,Principles of Management Acct,10,"BETTINGHAUS,BRUCE",44,13,17,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,202,Principles of Management Acct,11,"BETTINGHAUS,BRUCE",44,12,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,202,Principles of Management Acct,12,"BETTINGHAUS,BRUCE",45,12,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,202,Principles of Management Acct,13,"BETTINGHAUS,BRUCE",44,15,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,202,Principles of Management Acct,14,"BETTINGHAUS,BRUCE",44,11,12,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,202,Principles of Management Acct,15,"BETTINGHAUS,BRUCE",44,11,14,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,230,Survey of Accounting Concepts,1,"JACOBS,FREDRIC",235,46,30,32,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,230,Survey of Accounting Concepts,730,"JACOBS,FREDRIC",373,70,66,53,7,4,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,250,Accounting Career,1,"ZELENSKI,LYNNE A",116,0,0,0,0,0,0,0,0,0,0,115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,300,Intermediate Financial Acct I,1,"CONVERY,SUSAN P",21,8,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,300,Intermediate Financial Acct I,2,"CONVERY,SUSAN P",25,7,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,300,Intermediate Financial Acct I,3,"BETTINGHAUS,BRUCE",22,7,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,301,Intermediate Financial Acct II,2,"ANDERSON,MATTHEW J",36,12,8,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,301,Intermediate Financial Acct II,3,"ANDERSON,MATTHEW J",34,7,3,7,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,305,Intermediate Acct Finance Majr,1,"DELLAPELLE,ALLISON M",60,14,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,305,Intermediate Acct Finance Majr,2,"DELLAPELLE,ALLISON M",57,7,16,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,305,Intermediate Acct Finance Majr,3,"ANIBAL,JONATHAN D",51,16,7,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,308,Govt & Not-for-Profit Acct,731,"CONVERY,SUSAN P",58,41,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,308,Govt & Not-for-Profit Acct,740,"CONVERY,SUSAN P",40,23,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,321,Accounting Information Systems,1,"CONNORS,ELIZABETH A",22,6,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,321,Accounting Information Systems,2,"CONNORS,ELIZABETH A",37,14,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,331,Federal Income Tax Accounting,1,"ANIBAL,JONATHAN D",34,7,5,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,331,Federal Income Tax Accounting,3,"ANIBAL,JONATHAN D",31,17,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,341,Acct for Mgt Decision Making,1,"SCHABUS,MARIO",37,12,5,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,341,Acct for Mgt Decision Making,2,"SCHABUS,MARIO",40,24,7,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,341,Acct for Mgt Decision Making,3,"SCHABUS,MARIO",26,17,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,411,Auditing,1,"JACKSON,LORI D",48,11,6,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,411,Auditing,2,"JACKSON,LORI D",51,21,8,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,411,Auditing,3,"JACKSON,LORI D",49,10,10,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,493,Internship,1,"ZELENSKI,LYNNE A",12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,807,Financial Statement Analysis,1,"WANG,YANYAN",30,20,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,807,Financial Statement Analysis,2,"WANG,YANYAN",22,7,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,807,Financial Statement Analysis,3,"WANG,YANYAN",22,12,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,808,Financial Reporting Decisions,1,"KALAY,ALON",16,4,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,808,Financial Reporting Decisions,2,"KALAY,ALON",32,7,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,822,Project Management,2,"DIXON,TEAGAN | GUO,CHENHUI",41,19,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,822,Project Management,301,"PENTLAND,BRIAN T",19,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,822,Project Management,730,"PENTLAND,BRIAN T",41,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,825,Object Oriented Bus Inf Sys,1,"DIXON,TEAGAN",21,12,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,826,Enterprise Information Systems,1,"GRABSKI,SEVERIN V",41,34,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,827,Accounting Analytics,1,"GRABSKI,SEVERIN V",13,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,827,Accounting Analytics,2,"GRABSKI,SEVERIN V",20,16,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,833,Fed Inc Tax of Corp & Sharehld,1,"MARKLE,KEVIN",15,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,833,Fed Inc Tax of Corp & Sharehld,2,"MARKLE,KEVIN",32,13,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,836,U.S. Tax of Multintl Transact,1,"MARINEAU,PAUL K",20,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,841,Strategic Mgt Controls Systems,1,"CONNORS,ELIZABETH A",23,9,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACC,999,Doctoral Dissertation Research,1,NULL,11,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACM,271,Intro to Arts/Cultural Mgmt,740,"HANSEN,KELLY | LATHAM,KF",22,10,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACM,271,Intro to Arts/Cultural Mgmt,741,NULL,22,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACM,465,Ldshp/Innov Arts/Culture Mgmt,1,"LATHAM,KF",11,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ACM,471,Arts/Cultural Mgt Seminar,740,"SCALES,LAURA E",11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ADV,205,Principles of Advertising,1,"BEATY,JULIE",144,74,11,14,4,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ADV,205,Principles of Advertising,2,"THORSON,KJERSTIN",39,10,15,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ADV,205,Principles of Advertising,730,"BUKOVAC-PHELPS,JANICE L",191,50,28,22,8,5,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ADV,205,Principles of Advertising,731,"BUKOVAC-PHELPS,JANICE L",195,46,16,34,14,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ADV,210,Concept Development,1,"CHOWLES,ROSS M",38,13,17,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ADV,224,Introduction to Creative Media,1,"STORRER,PAULA M",18,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ADV,224,Introduction to Creative Media,2,"ZAKHARIA,MARAL",19,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ADV,225,Writing for Public Relations,1,"ROSENTHAL,JULIE",56,7,6,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ADV,225,Writing for Public Relations,730,"VASAS,AMANDA S",53,6,11,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ADV,225,Writing for Public Relations,731,"CORNER,ANDREW D",51,20,5,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ADV,225,Writing for Public Relations,732,"TANTRAPHOL,ROSELYN",50,26,9,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ADV,225,Writing for Public Relations,740,"TANTRAPHOL,ROSELYN",51,38,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ADV,245,Multimed Commerical Production,1,"CHOWLES,ROSS M",31,12,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ADV,245,Multimed Commerical Production,2,"ZAKHARIA,MARAL",29,3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ADV,260,Principles of Public Relations,1,"KOLT,ROBERT T",217,181,17,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ADV,260,Principles of Public Relations,730,"TANTRAPHOL,ROSELYN",58,39,7,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ADV,260,Principles of Public Relations,740,"TANTRAPHOL,ROSELYN",51,32,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ADV,322,360-degree  Copywriting,1,"SCHIAVONE III,LOUIS",13,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ADV,326,Advanced Creative: Media I,1,"STORRER,PAULA M",20,14,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ADV,326,Advanced Creative: Media I,2,"CHOWLES,ROSS M",21,8,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ADV,330,Advertising Mgt Strategy,1,"TAUCHER,GREGORY M",99,18,19,14,5,2,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ADV,330,Advertising Mgt Strategy,2,"TAUCHER,GREGORY M",102,44,24,11,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ADV,330,Advertising Mgt Strategy,730,"WILKERSON,KRISTEN C",52,11,7,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ADV,342,Account Planning and Research,1,"MESHI,DAR",32,17,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ADV,342,Account Planning and Research,2,"MESHI,DAR",31,11,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ADV,342,Account Planning and Research,3,"ALADE,FASHINA",31,12,7,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ADV,342,Account Planning and Research,4,"ALADE,FASHINA",30,12,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ADV,342,Account Planning and Research,5,"CRANK,WILLIAM M",29,1,5,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,SS21,ADV,342,Account Planning and Research,6,"CRANK,WILLIAM M",29,3,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
