,subject,subject_desc,course,prof,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
18,ACC,Accounting,201,Kathy R Petroni,0.8492150784921507,0.8149564956495648,0.8425393462469734,0.8017749999999999,0.8553749999999998,0.715325
19,ACC,Accounting,202,Bruce A Bettinghaus,0.7734838579905462,0.7500502916918125,0.7873954784763084,0.7714723926380368,0.8103500301750151,0.6299909484059137
20,ACC,Accounting,230,Fredric Jacobs,0.5662789531735687,0.5680906538307261,0.6511083994305471,0.6497442839951866,0.6545673317958487,0.5338163040208563
21,ACC,Accounting,250,Lynne A Zelenski,0.9006689641191972,0.848009800980098,0.8732264034546576,0.9109477952356817,0.9020097990200978,0.851375
22,ACC,Accounting,300,Bruce A Bettinghaus,0.8750249999999999,0.89285,0.82695,0.874987501249875,0.928575,0.826932693269327
23,ACC,Accounting,300,Susan C Kattelus,0.80625,0.8525749999999999,0.8875,0.8782628262826282,0.8815618438156184,0.8624999999999999
24,ACC,Accounting,301,Matthew J Anderson,0.60415,0.625,0.66665,0.6250125012501251,0.54165,0.6818181818181818
25,ACC,Accounting,305,Jonathan D Anibal,0.934925,0.9184500000000001,0.9210965133906013,0.9201250000000001,0.9167166716671665,0.8427999999999999
26,ACC,Accounting,308,Susan C Kattelus,0.7440749999999999,0.6964946494649463,0.7744058594550297,0.6725922592259226,0.7798,0.7380988098809881
27,ACC,Accounting,321,Elizabeth A Connors,0.8578607860786082,0.8284578457845785,0.9019750000000001,0.852960296029603,0.867675,0.7700000000000001
28,ACC,Accounting,331,Michelle Nessa,0.800880088008801,0.80085,0.855925,0.7754275427542755,0.8390339033903391,0.7924542454245425
29,ACC,Accounting,341,Martin Kamil Holzhacker,0.7071250000000001,0.7285521447855215,0.7500000000000001,0.7356764323567642,0.6643000000000001,0.6714921492149216
30,ACC,Accounting,411,Lori Deeann Jackson,0.8716500000000001,0.8581358135813582,0.8680626927029805,0.831108110811081,0.8479999999999999,0.8581249999999999
31,ACC,Accounting,491,Chris Hogan Brynn,0.8213928607139288,0.64285,0.6499510078387458,0.7499750024997501,0.85715,0.785675
32,ACC,Accounting,493,Lynne A Zelenski,0.9375,0.9375,0.9375,0.9375,1.0,0.9375
33,ACM,Arts and Cultural Management,271,Deborah E Mikula,0.6499899989999,0.5833333333333333,0.66665,0.6333633363336333,0.6,0.5666683331666833
34,ACM,Arts and Cultural Management,271,Kelly Hansen,0.890625,0.90625,0.9166666666666667,0.8999850014998501,0.921875,0.875
35,ACM,Arts and Cultural Management,464,Dionne Kristine O'Dell,1.0,1.0,1.0,1.0,1.0,0.9500000000000001
36,ACM,Arts and Cultural Management,465,Kiersten Fourshe' Latham,1.0,0.9583249999999999,0.9583249999999999,0.9583249999999999,0.874987501249875,0.9583249999999999
37,ACM,Arts and Cultural Management,471,Tina M Newhauser,0.964275,0.964275,0.92855,0.964275,0.964275,0.964275
38,ADV,Advertising,205,Gregory Michael Taucher,0.840425,0.8244425557444255,0.803175,0.8617111711171117,0.8404000000000001,0.8297670232976702
39,ADV,Advertising,205,Janice L Bukovac,0.724304229880438,0.7035064804581532,0.7334391317702469,0.7394003634161114,0.7075504872902643,0.7347046413502109
40,ADV,Advertising,210,Ross Milton Chowles,0.8875000000000001,0.85,0.8125,0.8500000000000001,0.7894999999999999,0.8625
41,ADV,Advertising,224,Maral Zakharia,0.875,0.9249999999999999,0.875,0.9249999999999999,0.9249999999999999,0.85
42,ADV,Advertising,224,Paula M Stuart-Hankins,0.8889,0.8889,0.8055749999999999,0.8750140623242211,0.861125,0.9375070311621105
43,ADV,Advertising,225,Amanda Sue Vasas,0.6492399239923993,0.6532153215321532,0.69755,0.693525,0.6653415341534153,0.6290120987901211
44,ADV,Advertising,225,Barbara Lezotte,0.80005,0.8083558355835584,0.8706749999999999,0.86665,0.7666499999999999,0.7500000000000001
45,ADV,Advertising,225,Kristen Courtney Wilkerson,0.8950106049893951,0.8625138874861125,0.8737243609174498,0.8875113624886377,0.8880076783188524,0.8434503162619873
46,ADV,Advertising,245,Maral Zakharia,0.775,0.775,0.75,0.7250000000000001,0.8,0.875
47,ADV,Advertising,245,Ross Milton Chowles,0.9375,0.9375,0.953125,0.921875,0.9375,0.9333250000000001
48,ADV,Advertising,260,Alexandrea M Thrubis,0.81975,0.7865500000000001,0.817075,0.8231426857314269,0.8512101210121014,0.8214499999999999
49,ADV,Advertising,260,Robert T Kolt,0.8416658334166583,0.802075,0.7902632109721663,0.84535,0.8375,0.7916750000000001
50,ADV,Advertising,260,Roselyn Tantraphol,0.892875,0.8750125012501249,0.9143,0.8856864313568644,0.89998500149985,0.8643000000000001
51,ADV,Advertising,322,Louis Schiavone III,0.916675,0.94445,0.94445,0.94445,0.83335,0.94445
52,ADV,Advertising,325,Andrew D Corner,0.875,0.9,0.8500000000000001,0.875,0.8,0.85
53,ADV,Advertising,325,Robert T Kolt,0.9078999999999999,0.9210749999999999,0.8816131613161314,0.8888611138886112,0.8947499999999999,0.8947644764476447
54,ADV,Advertising,326,Paula M Stuart-Hankins,0.875,0.84375,0.875,0.8125,0.875,0.875
55,ADV,Advertising,326,Ross Milton Chowles,0.94445,0.94445,0.94445,0.94445,0.972225,0.9375
56,ADV,Advertising,330,Gregory Michael Taucher,0.7406740674067406,0.7126462646264626,0.7901290129012901,0.766375,0.7570257025702571,0.7313000000000001
57,ADV,Advertising,330,Kristen Courtney Wilkerson,0.8452500000000001,0.8125,0.7738273827382738,0.8214499999999999,0.8452500000000001,0.7976202379762023
58,ADV,Advertising,334,Gregory Michael Taucher,0.8026531869034179,0.8092220055424407,0.8092159277504104,0.8092220055424408,0.7960539819376027,0.7697300903119869
59,ADV,Advertising,342,Dar Meshi,0.828182818281828,0.8409249999999999,0.8257749999999999,0.8257749999999999,0.8409249999999999,0.810625
60,ADV,Advertising,342,Fashina Alade,0.7605465977081431,0.7318892045454545,0.7681107223708583,0.7606744421906694,0.7429266808640097,0.7143077556058425
61,ADV,Advertising,350,Anastasia Kononova,0.7773461304082876,0.761730652041438,0.7863058943089429,0.7773179648623945,0.7499746038195856,0.7812817387771684
62,ADV,Advertising,352,Tiffany Marie Wahl,0.8578077314343846,0.8319430315361139,0.850895492011804,0.8448626653102748,0.8620689655172414,0.8377340252340251
63,ADV,Advertising,354,Maral Zakharia,0.75,0.765625,0.74997500249975,0.765625,0.765625,0.734375
64,ADV,Advertising,375,Nancy Rhodes,0.7649938800489597,0.7755102040816325,0.8009991673605329,0.7699918400652793,0.8163265306122448,0.7602008951805975
65,ADV,Advertising,375,Saleem E Alhabash,0.8346415358464154,0.8185250000000002,0.8266326632663267,0.8144935506449354,0.84275,0.8104689531046894
66,ADV,Advertising,375,William Mitchell Crank,0.8916749999999999,0.8583141685831417,0.896575,0.883325,0.8750125012501251,0.858325
67,ADV,Advertising,401,Dar Meshi,1.0,0.9583249999999999,0.94445,0.94445,0.972225,0.9583249999999999
68,ADV,Advertising,402,Alexandrea M Thrubis,0.9,0.875,0.875,0.875,0.875,0.875
69,ADV,Advertising,402,Gregory Michael Taucher,0.875,0.875,0.79165,0.875,0.875,0.875
70,ADV,Advertising,402,Nora Rifon,0.839275,0.80355,0.7857000000000001,0.7857285728572858,0.85715,0.8214571457145714
71,ADV,Advertising,413,Andrew D Corner,0.868414335307331,0.8421500000000001,0.8244840041279669,0.8578718674211803,0.8685499999999999,0.80155
72,ADV,Advertising,420,Derek Andrew Mehraban,0.671875,0.78125,0.65625,0.75,0.75,0.765625
73,ADV,Advertising,420,Ross Patrick Johnson,0.84375,0.796875,0.828125,0.8125,0.765625,0.828125
74,ADV,Advertising,425,Bree Elizabeth Allen Holtz,0.8888750000000001,0.852960296029603,0.902775,0.8472,0.8471902809719027,0.85295
75,ADV,Advertising,425,Robert T Kolt,0.8875,0.85,0.881575,0.875,0.8875,0.8875000000000001
76,ADV,Advertising,428,Gary Anthony Topolewski,0.916675,0.94445,0.916675,0.916675,0.8611249999999999,0.8889
77,ADV,Advertising,428,Ross Milton Chowles,0.9791750000000001,0.9791750000000001,0.9791750000000001,0.9791750000000001,0.9166749999999999,0.9583249999999999
78,ADV,Advertising,430,Nora Rifon,0.9305319468053194,0.874962503749625,0.972225,0.9305319468053194,0.93055,0.8610638936106388
79,ADV,Advertising,431,Allison Mariel Osmar,0.7575757575757575,0.7424249999999999,0.7727272727272725,0.7424249999999999,0.7499999999999998,0.7424249999999999
80,ADV,Advertising,432,Marcus Collins,0.666675,0.4583291670832917,0.6250124987501251,0.499975,0.5,0.66665
81,ADV,Advertising,433,Marcus Collins,0.3214678532146785,0.357175,0.3928607139286072,0.5,0.3214678532146785,0.4642785721427858
82,ADV,Advertising,442,Kjerstin Thorson,0.82014298570143,0.7784721527847217,0.8124999999999999,0.7829282928292829,0.77435,0.7741524152415242
83,ADV,Advertising,445,Julie Beaty,0.80355,0.8214178582141786,0.8214178582141786,0.7857000000000001,0.80355,0.7857
84,ADV,Advertising,450,Ross Milton Chowles,0.9017999999999999,0.9107410741074107,0.9375000000000001,0.8839500000000001,0.8304000000000001,0.89815
85,ADV,Advertising,456,Hairong Li,0.9166749999999999,0.9166749999999999,0.9166750000000001,0.9375,0.9375,0.886375
86,ADV,Advertising,475,Nancy Rhodes,0.770877087708771,0.747875,0.7839098426784993,0.8050877369907221,0.7731192012908432,0.7436472723605929
87,ADV,Advertising,481,Patricia T Huddleston,0.84375,0.7999700029997,0.84375,0.734375,0.734375,0.78125
88,ADV,Advertising,486,Alexandrea M Thrubis,0.8749875012498749,0.8610888911108888,0.8888750000000001,0.8888750000000001,0.8749750000000001,0.8055
89,ADV,Advertising,486,David Regan,0.924975,0.9280178017801781,0.9416308369163084,0.9166500000000001,0.91105,0.9082841715828417
90,ADV,Advertising,486,Gary Anthony Topolewski,0.9117750000000001,0.882375,0.9411749999999999,0.9264750000000002,0.852960296029603,0.9264750000000002
91,ADV,Advertising,486,Jeffrey I Richards,0.7307730773077308,0.769225,0.8541869786588668,0.730775,0.7307730773077308,0.7500249999999999
92,ADV,Advertising,486,Louis Schiavone III,0.709625,0.7930999999999999,0.7983701629837016,0.7983701629837016,0.7338483848384837,0.7821967803219676
93,ADV,Advertising,486,Tiffany Marie Wahl,0.857125,0.857125,0.826932693269327,0.857125,0.8393089308930892,0.8214178582141786
94,ADV,Advertising,486,William Mitchell Crank,0.8482348234823482,0.8518851885188519,0.8796629662966297,0.851875,0.7778,0.8750125012501251
95,ADV,Advertising,492,Alexandrea M Thrubis,0.928575,0.9107,0.9464446444644465,0.9464446444644465,0.9464446444644465,0.9464446444644465
96,ADV,Advertising,492,Jeffrey I Richards,0.7,0.6875000000000001,0.671032896710329,0.7,0.6666833316668334,0.6749999999999999
97,ADV,Advertising,492,Lauren Gaines McKenzie,0.92855,0.92855,0.8928357164283574,0.92855,0.8928357164283574,0.92855
98,ADV,Advertising,492,Louis Schiavone III,0.8846384638463847,0.85415,0.8846384638463847,0.8846384638463847,0.865375,0.9038653865386539
99,ADV,Advertising,492,Paula M Stuart-Hankins,0.9,0.8125,0.85,0.9,0.8,0.9500000000000001
100,ADV,Advertising,492,Ross Milton Chowles,0.964275,0.964275,0.9583249999999999,0.928575,0.928575,0.964275
101,ADV,Advertising,492,Teresa Mastin,0.8457767337350629,0.8032121335920743,0.8536763844983024,0.8555466666666667,0.8423579893747446,0.8244485294117646
102,ADV,Advertising,492,William Mitchell Crank,0.9091,0.9091,0.9091,0.9091,0.9091,0.886375
103,AE,Agricultural Engineering,101,Jonathan Althouse,0.85,0.85,0.9,0.8,0.85,0.8
104,AE,Agricultural Engineering,102,Jonathan Althouse,0.7916749999999999,0.7499999999999999,0.7499999999999999,0.8333250000000001,0.9166750000000001,0.7499999999999999
105,AE,Agricultural Engineering,131,Stephanie M. Zelinko,0.7963296329632963,0.8148314831483148,0.7692230776922306,0.8425999999999999,0.85185,0.7884775158375739
106,AE,Agricultural Engineering,143,John D McGuire,0.9,0.8800000000000001,0.8958333333333333,0.86,0.8500000000000001,0.8333333333333334
107,AE,Agricultural Engineering,143,Rebecca McGuire,0.9,0.8800000000000001,0.92,0.86,0.8500000000000001,0.8333333333333334
108,AE,Agricultural Engineering,151,Philip Edward Hill,0.9375,0.96875,0.84375,0.875,0.875,0.96875
109,AE,Agricultural Engineering,153,Philip Edward Hill,0.653825,0.6249874987498749,0.7115508885298869,0.74997500249975,0.6607089291070893,0.7321017898210179
110,AESC,Applied Engineering Sciences,210,Jason Scott Smith,0.8134250000000002,0.7840499999999999,0.8523096446700509,0.7462,0.7387761223877611,0.780275
111,AESC,Applied Engineering Sciences,210,Laura J Genik,0.7574250000000001,0.7840499999999999,0.7992385786802032,0.7462,0.7387761223877611,0.780275
112,AESC,Applied Engineering Sciences,410,Laura J Genik,0.8295420457954205,0.8143185681431857,0.852214778522148,0.8181499999999999,0.784075,0.8294670532946705
113,AESC,Applied Engineering Sciences,410,Srinivas Talluri,0.7109157471382901,0.8143185681431857,0.7499742081914782,0.8181499999999999,0.784075,0.8294670532946705
114,AIIS,Amer Indian & Indigenous Stdy,201,John-Paul Chalykoff,0.91665,0.91665,0.8833500000000001,0.866675,0.866675,0.9333250000000001
115,AL,Arts & Letters,210,JULIAN CARLOS CHAMBLISS,0.7142999999999999,0.6785571442855716,0.5713928607139288,0.7142535746425358,0.642825,0.6785571442855716
116,AL,Arts & Letters,210,Morgan R Shipley,1.0,1.0,1.0,1.0,1.0,1.0
117,AL,Arts & Letters,242,Rebecca L Tegtmeyer,0.6538653865386539,0.6346384638463847,0.8124937506249374,0.7308,0.7115711571157115,0.7884788478847885
118,AL,Arts & Letters,250,Christie L. Schichtel,0.89285,0.8571607160716073,0.874987501249875,0.9107249999999999,0.8654,0.8035750000000002
119,AL,Arts & Letters,333,Ann Carroll Burke,0.770875,0.7708229177082292,0.8333583358335833,0.8333499999999999,0.83335,0.7291979197919792
120,AL,Arts & Letters,333,John F Monberg,0.75,0.78125,0.75,0.75,0.71875,0.78125
121,AL,Arts & Letters,444,Zachary Robert Kaiser,0.923075,0.875012501250125,0.9038499999999999,0.9038499999999999,0.8654,0.8654
122,AL,Arts & Letters,466,Casey Rian E McArdle,0.96875,0.953125,0.984375,0.9333250000000001,0.96875,0.96875
123,AL,Arts & Letters,493A,Katelynn Marie Rendi,0.75,0.7142857142857143,0.85,0.7857142857142856,0.8214285714285714,0.5416666666666666
124,AL,Arts & Letters,493A,Margaret Gail Harris,0.8214285714285714,0.7142857142857143,0.8928571428571428,0.7857142857142856,0.8214285714285714,0.5416666666666666
125,ANP,Anthropology,200,Adan L Quan,0.8575301204819278,0.84345,0.8242962737950588,0.832033203320332,0.8622137786221379,0.8140249999999999
126,ANP,Anthropology,201,Md Moniruzzaman,0.89285,0.8461596159615962,0.8076943786345034,0.8750125012501252,0.910725,0.8214321432143216
127,ANP,Anthropology,201,Shanti Ali Zaid,0.7844715528447156,0.7321864820846907,0.7585991400859914,0.7758474152584742,0.7673017301730173,0.7327732773277329
128,ANP,Anthropology,203,Gabriel Moises Sanchez,0.7373737373737373,0.6582499999999999,0.7824202318662151,0.7151965196519652,0.721525,0.666675
129,ANP,Anthropology,206,Gabriel David Wrobel,0.9861,0.8194250000000001,0.91665,0.8194180581941806,0.91665,0.76385
130,ANP,Anthropology,206,Masako Fujita,0.8662,0.7741499999999999,0.8581185169970217,0.874975,0.8783250000000001,0.7017249999999998
131,ANP,Anthropology,220,Chantal M Tetreault,0.8875000000000001,0.88125,0.891025641025641,0.891010898910109,0.8875000000000001,0.85
132,ANP,Anthropology,236,Eric James Montgomery,0.9125,0.8625,0.8374999999999999,0.85,0.7625,0.925
133,ANP,Anthropology,264,Jessica L Yann,0.9196500000000001,0.821425,0.8796411532876997,0.901775,0.88395,0.7870499999999998
134,ANP,Anthropology,320,Deon M Claiborne,0.8636499999999999,0.7727272727272727,0.9091,0.7727272727272726,0.7727249999999999,0.7499999999999999
135,ANP,Anthropology,325,John W Norder,0.8499948575542527,0.8214359185352808,0.7785662861256814,0.8357076733182474,0.8714256325858878,0.7643231845299322
136,ANP,Anthropology,330,Andrea Louie,0.7222,0.736125,0.722175,0.763823617638236,0.7360763923607638,0.7638736126387361
137,ANP,Anthropology,363,John W Norder,0.8,0.75,0.8333333333333333,0.8500000000000001,0.8,0.8500000000000001
138,ANP,Anthropology,370,Heather Howard,0.7957749999999999,0.7642485751424858,0.7892748478701826,0.7535000000000001,0.816875,0.72885
139,ANP,Anthropology,412,Ethan Charles Watrall,1.0,0.9500000000000001,1.0,1.0,1.0,0.9500000000000001
140,ANP,Anthropology,420,Mindy J Morgan,0.8263750000000001,0.7083499999999999,0.881925,0.743075,0.8214178582141786,0.611125
141,ANP,Anthropology,429,Mara Leichtman,0.85715,0.788475,0.8750125012501252,0.7307980798079807,0.76785,0.7857250000000001
142,ANP,Anthropology,433,Heather Howard,0.9166750000000001,0.9166750000000001,0.9166750000000001,0.7917,0.8125,0.8958249999999999
143,ANP,Anthropology,439,Eric James Montgomery,0.85715,0.85715,0.903860650441525,0.803575,0.7678749999999999,0.928575
144,ANP,Anthropology,441,Carolyn Victoria Isaac,0.9091,0.8863750000000001,0.9453445344534452,0.8712249999999999,0.871225,0.92425
145,ANP,Anthropology,491,Kurt Rademaker,1.0,1.0,1.0,0.9500000000000001,1.0,1.0
146,ANP,Anthropology,491,Stacey Lynn Camp,1.0,1.0,1.0,1.0,0.96875,1.0
147,ANR,Agriculture & Nat Resources,210,Dustin Edward Petty,0.9091,0.9318249999999999,0.9091,0.9318249999999999,0.9318249999999999,0.95455
148,ANR,Agriculture & Nat Resources,310,Jennifer Elaine Rivera,0.79165,0.83335,0.791675,0.8541749999999999,0.8125,0.875012501250125
149,ANR,Agriculture & Nat Resources,410,Lorelei Blackburn,0.7082999999999999,0.7083041695830417,0.8333166683331668,0.8333166683331668,0.7082999999999999,0.875
150,ANS,Animal Science,101,Jessica Ann Kiesling,0.78125,0.6935,0.8047304730473046,0.8125812581258125,0.7890539053905391,0.5624562456245623
151,ANS,Animal Science,101,Miriam Sue Weber Nielsen,0.84375,0.71875,0.90625,0.921875,0.890625,0.59375
152,ANS,Animal Science,110,Karen Lee Waite,0.8903531087819272,0.8815762694616871,0.8684237305383127,0.8750254478827363,0.8816017095756588,0.8991147741147741
153,ANS,Animal Science,140,Karen Lee Waite,0.9500000000000001,1.0,0.9500000000000001,0.9500000000000001,0.9500000000000001,1.0
154,ANS,Animal Science,146,Karen Lee Waite,0.972225,0.972225,0.94445,0.94445,0.972225,0.972225
155,ANS,Animal Science,147,Karen Lee Waite,0.9500000000000001,0.9500000000000001,0.9500000000000001,0.9500000000000001,0.9500000000000001,0.9500000000000001
156,ANS,Animal Science,200A,Christopher Michael Strong,0.7954749999999999,0.75,0.7000000000000001,0.8749999999999999,0.65,0.925
157,ANS,Animal Science,200D,Karen Lee Waite,0.9615500000000001,0.9375187518751875,0.9422999999999999,0.9038499999999999,0.884625,0.8654
158,ANS,Animal Science,200D,Taylor Ashleigh Fabus,0.9422999999999999,0.9375187518751875,0.9422999999999999,0.9038499999999999,0.884625,0.8654
159,ANS,Animal Science,201,Gary Matthew Smith,0.8717935239697224,0.7999999999999999,0.8289677276746242,0.8273999999999999,0.7738499999999998,0.779775
160,ANS,Animal Science,201,Toree WIlliams,0.81875,0.7999999999999999,0.7250341279008715,0.8273999999999999,0.7738499999999998,0.779775
161,ANS,Animal Science,203,Michael Vandehaar,0.8158249999999999,0.7894960503949605,0.802625,0.7894749999999998,0.7500249999999999,0.7631749999999998
162,ANS,Animal Science,222,Daniel D Buskirk,0.875012761613068,0.8698060234813679,0.8333588565594692,0.8333503470804411,0.8265576557655766,0.8724622462246225
163,ANS,Animal Science,248,Karen Lee Waite,0.8333250000000001,0.8333250000000001,0.875,0.8333250000000001,0.8333250000000001,0.875
164,ANS,Animal Science,282,Jacquelyn Ann Jacobs,0.930725,0.9187168716871686,0.9238030164996457,0.8976397639763977,0.9247424742474245,0.9457999999999999
165,ANS,Animal Science,295,Denise Altemose,0.7794279427942795,0.79415,0.8088308830883089,0.7941,0.8088308830883089,0.7353000000000002
166,ANS,Animal Science,301,Jessica Ann Kiesling,0.7142600020569784,0.6000205697829888,0.7999897140506069,0.7214307755605842,0.778543509565933,0.5285949393128987
167,ANS,Animal Science,305,Janice M Siegford,0.948525,0.9117750000000001,0.8984433110190204,0.8897,0.92425,0.9166749999999999
168,ANS,Animal Science,314,Catherine W Ernst,0.90625,0.921875,0.84375,0.859375,0.8999850014998501,0.921875
169,ANS,Animal Science,314,Tasia Taxis,0.88555,0.8419500000000001,0.9135663566356634,0.7570250000000002,0.854775,0.8201070107010701
170,ANS,Animal Science,315,Miriam Sue Weber Nielsen,0.7474747474747474,0.7702020202020201,0.8026315789473686,0.7959500000000002,0.7929292929292929,0.8005
171,ANS,Animal Science,401,Janice C Swanson,0.7646499999999999,0.6617999999999998,0.7843605627887442,0.779375,0.7705770577057703,0.6970500000000001
172,ANS,Animal Science,407,Kuo-Chuan K Chou,0.6145864586458646,0.6562343765623437,0.729175,0.6702154820261438,0.563875,0.6927
173,ANS,Animal Science,425,Aritro Sen,0.8854250000000001,0.802075,0.83335,0.8333,0.8333499999999999,0.8437156284371562
174,ANS,Animal Science,425,Jason G Knott,0.843775,0.802075,0.8541749999999999,0.8333,0.8333499999999999,0.8437156284371562
175,ANS,Animal Science,425,Yuan Wang,0.7395989598959897,0.802075,0.8437406259374063,0.8333,0.8333499999999999,0.8437156284371562
176,ANS,Animal Science,427,Kuo-Chuan K Chou,0.7916500000000001,0.7916791679167916,0.7917041704170418,0.7917041704170418,0.6363636363636365,0.6875187518751875
177,ANS,Animal Science,435,Michael Vandehaar,0.8125,0.734375,0.765625,0.703125,0.546875,0.75
178,ANS,Animal Science,435,Miriam Sue Weber Nielsen,0.78125,0.734375,0.78125,0.703125,0.546875,0.75
179,ANS,Animal Science,442,Brian D Nielsen,0.941675,0.924982501749825,0.9666750000000001,0.9167000000000002,0.9083658365836584,0.9333250000000001
180,ANS,Animal Science,455,Zachary Williams,0.94445,0.94445,0.94445,0.9166750000000001,0.9166750000000001,0.9166750000000001
181,ANS,Animal Science,483,Juliana Guimaraes Laguna,0.71875,0.761375,0.6841785342132685,0.74997500249975,0.7613500000000001,0.7953954604539546
182,ANS,Animal Science,483,Zheng Zhou,0.7954204579542046,0.761375,0.833307144353656,0.74997500249975,0.7613500000000001,0.7953954604539546
183,ANTR,Human Anatomy,350,Graham Michael Atkin,0.949212874761857,0.9085781610347939,0.8607611687486767,0.8221000000000002,0.8883000000000001,0.8905249999999998
184,ANTR,Human Anatomy,350,Jill M Slade,0.8431476946012139,0.9085781610347939,0.8380242206772818,0.8221000000000002,0.8883000000000001,0.8905249999999998
185,ANTR,Human Anatomy,350,Lindsey Louise Jenny,0.8886493532537851,0.9085781610347939,0.8900683512841756,0.8221000000000002,0.8883000000000001,0.8905249999999998
186,ANTR,Human Anatomy,350,Loro Lo-Laja Kujjo,0.8252377512940893,0.9085781610347939,0.815875,0.8221000000000002,0.8883000000000001,0.8905249999999998
187,ANTR,Human Anatomy,350,Nicole L Geske,0.8670362903225806,0.9085781610347939,0.8735916605243762,0.8221000000000002,0.8883000000000001,0.8905249999999998
188,ANTR,Human Anatomy,355,Nicole L Geske,0.9821352046282408,1.0,0.9807603553709473,0.9464266580949319,0.9464266580949319,1.0
189,ANTR,Human Anatomy,355,William S McMillan,0.9807603553709473,1.0,0.9375,0.9464266580949319,0.9464266580949319,1.0
190,ANTR,Human Anatomy,440,Loro Lo-Laja Kujjo,0.7916458354164584,0.874975,0.8333166683331668,0.9166750000000001,0.74997500249975,0.91665
191,ANTR,Human Anatomy,485,John M Fitzsimmons,0.8214285714285714,0.9750000000000001,0.7857142857142856,0.8500000000000001,0.875,0.9249999999999999
192,ANTR,Human Anatomy,485,Lindsey Louise Jenny,0.84375,0.9750000000000001,0.7916666666666666,0.8500000000000001,0.875,0.9249999999999999
193,ANTR,Human Anatomy,485,Loro Lo-Laja Kujjo,0.925,0.9750000000000001,0.888888888888889,0.8500000000000001,0.875,0.9249999999999999
194,ANTR,Human Anatomy,485,Maureen Schaefer,0.8055555555555556,0.9750000000000001,0.7916666666666666,0.8500000000000001,0.875,0.9249999999999999
195,ANTR,Human Anatomy,485,Nicole L Geske,0.8250000000000001,0.9750000000000001,0.8055555555555556,0.8500000000000001,0.875,0.9249999999999999
196,ARB,Arabic,102,Ayman Ahmed Abdelsamie Mohamed,0.9797250000000001,0.945975,0.93245,0.91215,0.939175,0.9797250000000001
197,ARB,Arabic,202,Sadam Heider Husein Issa,0.653890389038904,0.6731173117311732,0.6346499999999999,0.596175,0.6153865386538654,0.788475
198,ARB,Arabic,302,Brahim Chakrani,0.8214250000000001,0.7857000000000001,0.8571500000000001,0.75,0.7857000000000001,0.7499750000000001
199,ARB,Arabic,402,Sadam Heider Husein Issa,1.0,1.0,0.9500000000000001,1.0,0.9500000000000001,1.0
200,AS,Aerospace Studies,112,Benjamin James Misra,0.8888888888888888,0.9,0.8888888888888888,0.875,0.9,0.9750000000000001
201,AS,Aerospace Studies,112,Breton John Dorman,0.9,0.9,0.9,0.875,0.9,0.9750000000000001
